,Premise 1,Conclusion,GPT-4,GPT-3.5
1484,dove,pelican,8.0,10.746771342104322
1485,dove,robin,14.0,15.259959305590383
1486,dove,rooster,10.0,9.449589916899999
1487,dove,seagull,13.0,9.085271006553889
1488,dove,sparrow,14.5,13.27234905049901
1489,dove,stork,10.0,11.41678028255751
1490,dove,swallow,14.0,12.30256600202285
1491,dove,swan,12.0,11.460850974580943
1492,dove,turkey,11.0,9.299045703576288
1493,dove,vulture,7.5,8.897022674203075
1494,dove,woodpecker,8.0,8.582317285596407
1495,dragonfly,ant,4.0,10.52767314982536
1496,dragonfly,bee,7.5,12.771527935955973
1497,dragonfly,beetle,7.0,10.447505642510118
1498,dragonfly,bumblebee,6.5,11.652632314511505
1499,dragonfly,butterfly,8.0,13.964484839625621
1500,dragonfly,caterpillar,4.5,8.952361824565163
1501,dragonfly,centipede,3.5,8.641564783300751
1502,dragonfly,cockroach,4.0,8.451923325665092
1503,dragonfly,cricket,5.0,11.467402554179607
1504,dragonfly,dragonfly,5.608695652173913,10.398739373775138
1505,dragonfly,earwig,4.5,9.02766597148134
1506,dragonfly,flee,4.0,8.562331567835326
1507,dragonfly,fly,8.0,11.859358043067104
1508,dragonfly,grasshopper,7.0,11.555983182287346
1509,dragonfly,horsefly,9.5,11.911261248217883
1510,dragonfly,ladybug,6.0,13.110791405067996
1511,dragonfly,leech,2.0,8.386321860618413
1512,dragonfly,louse,3.0,6.42787339374359
1513,dragonfly,maybug,6.0,10.034476394002773
1514,dragonfly,mosquito,8.0,10.625138394948678
1515,dragonfly,moth,7.0,11.212674965567434
1516,dragonfly,spider,4.0,9.859180249692455
1517,dragonfly,wasp,7.5,12.463623909255482
1518,dragonfly,worm,2.5,7.257248640903166
1519,dress,Boot,4.0,7.410154319645011
1520,dress,beanie,2.0,7.605890025662276
1521,dress,belt,3.5,6.767179368518589
1522,dress,blouse,12.0,14.065749620021036
1523,dress,bra,6.0,9.015380043009788
1524,dress,cap,4.0,7.705079484531142
1525,dress,coat,9.0,9.436897428106676
1526,dress,dress,6.62962962962963,9.171656173150373
1527,dress,dungarees,6.0,9.24337605121313
1528,dress,hat,4.5,8.548276296604557
1529,dress,jeans,5.0,9.961834155596469
1530,dress,mittens,3.5,6.337332933346675
1531,dress,panties,5.5,8.290231819095355
1532,dress,pants,6.0,9.498373161058499
1533,dress,pullover,5.0,9.42061265675062
1534,dress,pyjamas,6.5,8.535506777291374
1535,dress,scarf,4.5,9.609267350584913
1536,dress,shirt,12.0,10.837597244079351
1537,dress,shoes,4.5,5.24851072817486
1538,dress,shorts,9.5,10.463827032383824
1539,dress,skirt,15.0,16.11586955359709
1540,dress,socks,5.0,5.313650196273004
1541,dress,suit,9.0,10.23255794775909
1542,dress,sweater,8.0,9.739369220508996
1543,dress,t-shirt,8.0,9.971629235965835
1544,dress,tie,3.5,7.357380371445714
1545,dress,top,14.0,12.581828391320265
1546,dress,tracksuit,3.5,8.321355262515926
1547,drill,adjustable spanner,7.5,9.900691776837153
1548,drill,anvil,3.5,4.364155051675867
1549,drill,axe,8.0,8.513149341621121
1550,drill,chisel,11.0,10.287938458764625
1551,drill,crowbar,4.5,9.370772723247459
1552,drill,drill,7.2,8.713261213663198
1553,drill,file,11.0,9.155435379435634
1554,drill,hammer,8.0,9.480809843633404
1555,drill,knife,6.5,8.637754608098147
1556,drill,level,5.0,9.471367170027523
1557,drill,nail,6.5,8.62329878505139
1558,drill,pickaxe,11.5,9.88481564664351
1559,drill,plane,8.0,9.679051371485041
1560,drill,plough,6.0,4.725185420611912
1561,drill,rope,3.0,4.7750383384980175
1562,drill,saw,9.0,11.04947538714967
1563,drill,screwdriver,15.0,14.52505647188575
1564,drill,shovel,6.5,6.311019055305269
1565,drill,tongs,4.0,8.601873177912935
1566,drill,wheelbarrow,3.0,6.878535264363595
1567,drill,wrench,6.5,10.029801001015947
1568,dromedary,beaver,4.0,8.965981007769173
1569,dromedary,cat,5.5,9.871369090977934
1570,dromedary,cow,10.0,12.761492048781735
1571,dromedary,deer,8.5,9.798883707182071
1572,dromedary,dog,7.0,10.723402493693962
1573,dromedary,donkey,9.0,12.268147516798717
1574,dromedary,dromedary,6.673913043478261,10.317129834488524
1575,dromedary,elephant,7.0,11.47228322020303
1576,dromedary,fox,5.0,8.305581635064922
1577,dromedary,giraffe,7.5,10.716850737237081
1578,dromedary,hamster,4.0,8.258129275616971
1579,dromedary,hedgehog,3.0,8.779754946957254
1580,dromedary,hippopotamus,5.5,9.473697537166661
1581,dromedary,horse,13.0,15.121831665105402
1582,dromedary,lion,4.5,10.845764695483231
1583,dromedary,llama,14.5,13.703649022824944
1584,dromedary,mouse,4.5,8.090594951628901
1585,dromedary,rabbit,5.0,8.766449312342687
1586,dromedary,rhinoceros,7.0,11.42586613562123
1587,dromedary,sheep,9.0,11.20612940082605
1588,dromedary,squirrel,3.5,7.220749330265834
1589,dromedary,tiger,4.5,9.226875321317355
1590,dromedary,wolf,4.5,10.117265429529233
1591,dromedary,zebra,7.5,10.173237710841658
1592,drum,accordion,3.5,9.80687769587663
1593,drum,bagpipe,4.0,10.433352561878916
1594,drum,banjo,4.0,11.228704714374432
1595,drum,bassoon,3.5,8.918815936058106
1596,drum,cello,4.0,8.852512656554666
1597,drum,clarinet,3.5,9.159254141191575
1598,drum,cymbals,15.0,14.733351933114008
1599,drum,drum,4.833333333333333,10.095633757135564
1600,drum,flute,3.0,9.52115351452382
1601,drum,guitar,5.0,10.217585931988935
1602,drum,harmonica,3.0,9.322637143056621
1603,drum,harp,3.0,9.245959965804493
1604,drum,harpsichord,3.5,8.744001769237567
1605,drum,organ,3.5,9.617051660385483
1606,drum,piano,5.5,9.518627768959409
1607,drum,saxophone,4.0,9.593660484130229
1608,drum,synthesizer,4.5,10.105902569806881
1609,drum,tambourine,12.0,15.046718870841296
1610,drum,triangle,4.5,9.133968564306581
1611,drum,trombone,4.0,9.303891527600369
1612,drum,trumpet,5.0,10.485243852138396
1613,drum,violin,3.5,9.019035638018414
1614,duck,blackbird,10.0,10.712376312881668
1615,duck,canary,8.0,9.760462982318922
1616,duck,chicken,14.5,14.051826671390344
1617,duck,crow,8.0,10.910168438757616
1618,duck,dove,12.0,12.69360648900897
1619,duck,duck,10.065217391304348,11.364848938598433
1620,duck,eagle,8.0,10.470496632474216
1621,duck,falcon,8.0,9.110291456865827
1622,duck,heron,12.0,13.830508960463618
1623,duck,magpie,10.5,11.474522692309964
1624,duck,ostrich,8.0,9.342664122015666
1625,duck,parrot,9.0,10.750878227166883
1626,duck,peacock,8.0,9.89182249503003
1627,duck,pelican,13.0,13.306101701591416
1628,duck,robin,10.0,12.4216941666933
1629,duck,rooster,11.0,10.57732061500952
1630,duck,seagull,12.0,12.716128583441545
1631,duck,sparrow,10.0,10.346057565979846
1632,duck,stork,10.0,11.905870103444741
1633,duck,swallow,9.0,10.458345299727878
1634,duck,swan,15.0,14.471389467784
1635,duck,turkey,12.0,13.754530386063852
1636,duck,vulture,7.0,9.31854439094898
1637,duck,woodpecker,6.5,9.11591782639517
1638,dungarees,Boot,5.0,9.88653475564492
1639,dungarees,beanie,3.0,9.082969524910526
1640,dungarees,belt,4.0,7.92904299786417
1641,dungarees,blouse,4.5,9.047865348433005
1642,dungarees,bra,2.5,6.186863448009292
1643,dungarees,cap,4.0,9.3832496175042
1644,dungarees,coat,7.0,10.193000027349886
1645,dungarees,dress,6.0,9.24337605121313
1646,dungarees,dungarees,5.592592592592593,9.06415579429933
1647,dungarees,hat,3.5,8.048715397290414
1648,dungarees,jeans,16.0,17.205502600338278
1649,dungarees,mittens,3.5,8.241977558749348
1650,dungarees,panties,3.5,8.248762618087902
1651,dungarees,pants,14.5,12.859384961902556
1652,dungarees,pullover,4.5,9.376763343393918
1653,dungarees,pyjamas,5.0,8.556555516179605
1654,dungarees,scarf,3.0,5.454093618159704
1655,dungarees,shirt,7.5,9.947340728965912
1656,dungarees,shoes,3.0,4.797065786475526
1657,dungarees,shorts,10.0,10.09392708451072
1658,dungarees,skirt,6.0,9.280195062962981
1659,dungarees,socks,3.5,6.40530291338915
1660,dungarees,suit,4.5,8.689315518876572
1661,dungarees,sweater,6.0,9.76963555111005
1662,dungarees,t-shirt,6.0,9.64534887475018
1663,dungarees,tie,2.5,6.529770130207215
1664,dungarees,top,6.5,10.08038617900941
1665,dungarees,tracksuit,6.0,10.54926123079333
1666,eagle,blackbird,9.0,10.43828970892003
1667,eagle,canary,8.0,8.57759934842264
1668,eagle,chicken,8.0,8.458274437809282
1669,eagle,crow,12.0,12.12693131323103
1670,eagle,dove,10.0,9.470807636642778
1671,eagle,duck,8.0,10.470496632474216
1672,eagle,eagle,9.891304347826088,11.345640159251104
1673,eagle,falcon,15.0,16.818909422129497
1674,eagle,heron,12.0,14.589392215769418
1675,eagle,magpie,10.0,12.809073874241005
1676,eagle,ostrich,6.5,10.649578360927645
1677,eagle,parrot,10.0,11.222753381477567
1678,eagle,peacock,7.0,11.595636122033468
1679,eagle,pelican,11.0,13.313077233058895
1680,eagle,robin,10.0,9.970364980363009
1681,eagle,rooster,8.0,10.45110155986203
1682,eagle,seagull,12.0,11.572977822196552
1683,eagle,sparrow,10.0,8.584151034222408
1684,eagle,stork,12.0,13.671564062993426
1685,eagle,swallow,10.0,9.762893998878514
1686,eagle,swan,8.0,12.110552113020086
1687,eagle,turkey,8.0,10.535042071830166
1688,eagle,vulture,15.0,14.553528701072786
1689,eagle,woodpecker,8.0,9.196727631198943
1690,earwig,ant,8.0,10.631052229361252
1691,earwig,bee,6.0,8.995004006287111
1692,earwig,beetle,11.0,11.368581404944251
1693,earwig,bumblebee,4.5,7.836907001186316
1694,earwig,butterfly,4.5,8.741029471317422
1695,earwig,caterpillar,7.0,9.132438235593344
1696,earwig,centipede,7.5,10.193229286791148
1697,earwig,cockroach,10.0,10.314952099483367
1698,earwig,cricket,8.0,10.990284486942205
1699,earwig,dragonfly,4.5,9.02766597148134
1700,earwig,earwig,6.630434782608695,9.390883691483772
1701,earwig,flee,6.5,8.878104698238754
1702,earwig,fly,7.5,9.894150574475184
1703,earwig,grasshopper,7.5,9.630012520324007
1704,earwig,horsefly,7.0,9.010263029487138
1705,earwig,ladybug,7.5,9.819437543994088
1706,earwig,leech,3.0,8.447632815569076
1707,earwig,louse,7.5,8.15035278255532
1708,earwig,maybug,7.5,10.000019667200757
1709,earwig,mosquito,6.0,8.653270393387608
1710,earwig,moth,5.5,9.563877776984263
1711,earwig,spider,5.0,9.374743968781793
1712,earwig,wasp,7.5,9.32628227614168
1713,earwig,worm,3.5,8.011032663599352
1714,eel,anchovy,5.5,8.490491990681264
1715,eel,carp,7.5,9.560056330062325
1716,eel,cod,6.0,9.411437613461137
1717,eel,dolphin,2.5,6.481285010049021
1718,eel,eel,5.809523809523809,9.080534455325175
1719,eel,flatfish,6.0,9.93608796668003
1720,eel,goldfish,4.5,8.487023856603102
1721,eel,herring,7.0,9.480717383537396
1722,eel,orca,2.5,7.645010272891995
1723,eel,pike,7.5,9.62011093758435
1724,eel,piranha,5.0,8.68051328038499
1725,eel,plaice,6.0,9.03120046579997
1726,eel,ray,7.5,10.831490645392321
1727,eel,sardine,5.0,8.679988013767488
1728,eel,shark,7.5,9.493508554278803
1729,eel,squid,5.0,10.45864858530307
1730,eel,stickleback,6.0,9.471630064276464
1731,eel,trout,7.0,9.766923491433296
1732,elephant,beaver,4.5,8.804543413409364
1733,elephant,cat,5.0,8.954300899040838
1734,elephant,cow,7.5,10.603963334468492
1735,elephant,deer,6.5,10.229655649887857
1736,elephant,dog,6.0,9.639279368365948
1737,elephant,donkey,6.0,9.431204117437566
1738,elephant,dromedary,7.0,11.47228322020303
1739,elephant,elephant,5.608695652173913,10.088532371441632
1740,elephant,fox,3.5,7.216539352149612
1741,elephant,giraffe,7.5,12.852850926121206
1742,elephant,hamster,3.0,4.360470801842707
1743,elephant,hedgehog,3.0,8.694174671050334
1744,elephant,hippopotamus,9.0,15.717258093392282
1745,elephant,horse,7.5,11.568501544611788
1746,elephant,lion,6.0,13.511909184156703
1747,elephant,llama,4.5,9.411414385756693
1748,elephant,mouse,4.5,6.157035169943993
1749,elephant,rabbit,3.5,8.0677605158705
1750,elephant,rhinoceros,12.0,16.715832434760635
1751,elephant,sheep,4.5,8.47422122058108
1752,elephant,squirrel,3.0,6.514455444562325
1753,elephant,tiger,5.0,12.256592240944782
1754,elephant,wolf,4.0,9.062454148704436
1755,elephant,zebra,6.0,12.319544405895385
1756,falcon,blackbird,8.0,10.331203978237468
1757,falcon,canary,8.0,8.927961007774286
1758,falcon,chicken,8.0,8.291858395784155
1759,falcon,crow,12.0,10.036640839950424
1760,falcon,dove,11.0,9.074285491605771
1761,falcon,duck,8.0,9.110291456865827
1762,falcon,eagle,15.0,16.818909422129497
1763,falcon,falcon,9.565217391304348,9.89636770342915
1764,falcon,heron,9.0,11.896716159971863
1765,falcon,magpie,10.0,11.73356001794912
1766,falcon,ostrich,5.5,8.632024481619046
1767,falcon,parrot,12.0,10.3464343634325
1768,falcon,peacock,7.0,9.29833888563033
1769,falcon,pelican,8.0,9.350525293420109
1770,falcon,robin,11.0,9.078179145544922
1771,falcon,rooster,8.0,9.440101457567533
1772,falcon,seagull,12.0,9.269596104910889
1773,falcon,sparrow,11.0,8.353715782573873
1774,falcon,stork,10.0,10.74536348911344
1775,falcon,swallow,12.0,10.542476642473448
1776,falcon,swan,7.5,9.044990735263214
1777,falcon,turkey,7.0,8.499270492302594
1778,falcon,vulture,12.0,10.50213413431834
1779,falcon,woodpecker,8.0,8.291879400431784
1780,file,adjustable spanner,5.0,9.605915788073816
1781,file,anvil,4.0,5.181890090163924
1782,file,axe,6.5,8.363043088092525
1783,file,chisel,13.0,11.576938033894919
1784,file,crowbar,5.0,9.150216729013994
1785,file,drill,11.0,9.155435379435634
1786,file,file,6.6,8.275239958415575
1787,file,hammer,5.0,7.339358384477629
1788,file,knife,8.0,8.340688033253198
1789,file,level,6.0,8.788640733099502
1790,file,nail,4.0,8.562470741132525
1791,file,pickaxe,4.5,8.220127717251565
1792,file,plane,15.0,10.953467495522762
1793,file,plough,3.5,4.665456280717207
1794,file,rope,2.5,7.237448820799296
1795,file,saw,14.5,8.46080788751358
1796,file,screwdriver,8.0,10.597644598883965
1797,file,shovel,4.0,5.697694148090373
1798,file,tongs,4.5,9.054286964030862
1799,file,wheelbarrow,2.5,5.74905684818087
1800,file,wrench,5.5,8.804211406683367
1801,flatfish,anchovy,6.0,9.214939144417407
1802,flatfish,carp,8.0,10.594920750008244
1803,flatfish,cod,12.0,12.531291966559303
1804,flatfish,dolphin,2.5,5.1351589349163795
1805,flatfish,eel,6.0,9.93608796668003
1806,flatfish,flatfish,7.214285714285714,10.469774787500503
1807,flatfish,goldfish,5.0,9.464976956917358
1808,flatfish,herring,7.5,11.161866416633124
1809,flatfish,orca,2.0,5.813538130871648
1810,flatfish,pike,5.0,10.394376715799218
1811,flatfish,piranha,3.5,8.271982191174994
1812,flatfish,plaice,18.0,14.903336266158144
1813,flatfish,ray,12.0,13.290927010291764
1814,flatfish,sardine,6.0,10.955210724686037
1815,flatfish,shark,5.0,9.840732411534091
1816,flatfish,squid,4.5,9.984012579166627
1817,flatfish,stickleback,6.5,11.12130629257047
1818,flatfish,trout,8.0,12.678822457827703
1819,flee,ant,7.0,9.94681636837014
1820,flee,bee,8.0,9.385028680161774
1821,flee,beetle,8.0,9.513566982034295
1822,flee,bumblebee,5.0,9.2229313944629
1823,flee,butterfly,5.0,9.207558406833975
1824,flee,caterpillar,4.5,8.174376592503078
1825,flee,centipede,4.0,8.787298575787677
1826,flee,cockroach,6.5,8.664553338101271
1827,flee,cricket,7.0,9.735536270102358
1828,flee,dragonfly,4.0,8.562331567835326
1829,flee,earwig,6.5,8.878104698238754
1830,flee,flee,6.565217391304348,9.22471152089941
1831,flee,fly,8.0,11.578876597741171
1832,flee,grasshopper,7.5,9.938859878669398
1833,flee,horsefly,8.0,9.891207673085576
1834,flee,ladybug,6.5,8.949206152559517
1835,flee,leech,4.0,8.438849941633357
1836,flee,louse,13.5,11.401464794054078
1837,flee,maybug,6.0,7.042322991076254
1838,flee,mosquito,12.0,10.629570456338765
1839,flee,moth,6.0,9.305236080118028
1840,flee,spider,4.5,8.855462185248248
1841,flee,wasp,6.5,9.10922810786117
1842,flee,worm,3.0,6.949977247869304
1843,flute,accordion,3.5,13.10369026875458
1844,flute,bagpipe,7.5,13.833008190330975
1845,flute,banjo,3.5,10.008348824684727
1846,flute,bassoon,6.0,12.09021208657532
1847,flute,cello,4.5,10.122274483002034
1848,flute,clarinet,10.0,15.748008204716651
1849,flute,cymbals,3.0,9.014154202640057
1850,flute,drum,3.0,9.52115351452382
1851,flute,flute,5.095238095238095,12.103780493176568
1852,flute,guitar,4.5,11.44474472120785
1853,flute,harmonica,8.0,12.854878280828771
1854,flute,harp,4.5,13.909351091530052
1855,flute,harpsichord,4.0,12.448938615109384
1856,flute,organ,4.0,12.729587311588663
1857,flute,piano,4.5,11.310838360575342
1858,flute,saxophone,9.0,15.026350287370867
1859,flute,synthesizer,4.0,11.296627135197717
1860,flute,tambourine,3.0,10.224194386782134
1861,flute,triangle,2.5,9.717967790921193
1862,flute,trombone,5.0,9.967839385358605
1863,flute,trumpet,7.0,14.613312873647162
1864,flute,violin,6.0,15.19391034136202
1865,fly,ant,6.5,10.703959065430713
1866,fly,bee,10.0,13.284179511720211
1867,fly,beetle,9.0,11.679919372801574
1868,fly,bumblebee,10.0,12.290627715578466
1869,fly,butterfly,8.0,10.624002555087397
1870,fly,caterpillar,6.0,9.44362380897342
1871,fly,centipede,4.0,9.049148719964897
1872,fly,cockroach,8.0,11.233361376607604
1873,fly,cricket,7.0,10.658414998571413
1874,fly,dragonfly,8.0,11.859358043067104
1875,fly,earwig,7.5,9.894150574475184
1876,fly,flee,8.0,11.578876597741171
1877,fly,fly,7.804347826086956,10.804657982817202
1878,fly,grasshopper,8.0,11.25058412689772
1879,fly,horsefly,15.0,12.834783696818723
1880,fly,ladybug,8.0,10.041564165270962
1881,fly,leech,2.5,8.699448530996651
1882,fly,louse,7.5,8.363005362682028
1883,fly,maybug,8.0,10.070186928727066
1884,fly,mosquito,13.5,13.649977196613916
1885,fly,moth,9.0,11.20707275839619
1886,fly,spider,4.0,9.6619822168694
1887,fly,wasp,9.0,12.38796898972295
1888,fly,worm,3.0,8.040937291780889
1889,fork,apron,2.0,7.052390957357631
1890,fork,bottle,2.0,5.011154281041648
1891,fork,bowl,3.5,9.046310779329872
1892,fork,colander,3.5,8.938379167694695
1893,fork,fork,3.928571428571429,7.892095886235381
1894,fork,fridge,1.5,0.17392531958161878
1895,fork,glass,2.5,7.939915538289537
1896,fork,grater,4.5,9.631782739554787
1897,fork,kettle,2.0,6.880572814661303
1898,fork,knife,12.0,11.937055116135085
1899,fork,mixer,3.5,8.610859375018808
1900,fork,mug,2.5,7.335350907445736
1901,fork,nutcracker,5.0,8.580148688146016
1902,fork,oven,2.0,3.054351744187763
1903,fork,pan,3.5,7.997649659675246
1904,fork,percolator,2.0,7.519865914999233
1905,fork,plate,5.0,8.659932391815868
1906,fork,pot,3.5,7.478194307839525
1907,fork,scale,3.5,9.324950380985728
1908,fork,scissors,4.5,6.7863404695504235
1909,fork,sieve,3.5,8.511399263782987
1910,fork,spatula,6.0,10.503224123416668
1911,fork,spoon,10.0,15.665666872017852
1912,fork,stove,2.0,2.543766163575099
1913,fork,teaspoon,9.5,13.653971870421678
1914,fork,toaster,2.0,3.9154648601884054
1915,fork,towel,2.0,4.734113334774676
1916,fork,whisk,4.5,11.37061950762968
1917,fork,wok,2.0,8.121328265473116
1918,fox,beaver,8.0,11.513458465218648
1919,fox,cat,13.0,14.532118302276798
1920,fox,cow,5.0,8.465863289419666
1921,fox,deer,8.0,11.98378784398599
1922,fox,dog,15.0,16.297564931728534
1923,fox,donkey,6.0,8.549672174353073
1924,fox,dromedary,5.0,8.305581635064922
1925,fox,elephant,3.5,7.216539352149612
1926,fox,fox,7.282608695652174,10.366658137695666
1927,fox,giraffe,3.5,5.835520245245185
1928,fox,hamster,7.0,9.627482245260316
1929,fox,hedgehog,8.0,11.569073176904954
1930,fox,hippopotamus,3.5,7.04363256620748
1931,fox,horse,7.0,11.517292997361938
1932,fox,lion,9.0,9.510895987413598
1933,fox,llama,5.0,8.808825176140816
1934,fox,mouse,7.5,11.323377425462017
1935,fox,rabbit,8.0,12.15125223925696
1936,fox,rhinoceros,3.5,8.146388457446214
1937,fox,sheep,5.0,9.338081018993858
1938,fox,squirrel,8.0,11.969510715511808
1939,fox,tiger,8.0,9.950504784314312
1940,fox,wolf,15.0,16.30238917137551
1941,fox,zebra,6.0,8.474324965908089
1942,fridge,apron,2.0,0.40849096158215314
1943,fridge,bottle,3.0,0.44863457686279334
1944,fridge,bowl,2.0,0.7872311044870468
1945,fridge,colander,2.0,0.471887422954712
1946,fridge,fork,1.5,0.17392531958161878
1947,fridge,fridge,2.321428571428572,0.9392720268184126
1948,fridge,glass,2.0,0.4210633221157138
1949,fridge,grater,2.0,0.8830284803725978
1950,fridge,kettle,2.5,2.0951820689695304
1951,fridge,knife,2.0,0.17934745902426735
1952,fridge,mixer,2.5,1.0456155216622387
1953,fridge,mug,2.0,0.31606741597902693
1954,fridge,nutcracker,1.5,0.2864285207939503
1955,fridge,oven,6.5,3.3663763287913966
1956,fridge,pan,2.5,2.3433380158288304
1957,fridge,percolator,2.5,1.1661734156120802
1958,fridge,plate,2.0,0.17659322749705245
1959,fridge,pot,2.5,1.1835182000257296
1960,fridge,scale,2.5,0.4974588317012656
1961,fridge,scissors,1.0,0.03546044616823305
1962,fridge,sieve,2.0,0.8138194181541208
1963,fridge,spatula,1.5,0.7565721420022818
1964,fridge,spoon,1.5,0.5088018257528027
1965,fridge,stove,6.5,4.507107457768325
1966,fridge,teaspoon,1.0,0.2554126649900313
1967,fridge,toaster,3.0,0.49106544085641113
1968,fridge,towel,1.5,0.11062221680229965
1969,fridge,whisk,1.5,0.9373841625996994
1970,fridge,wok,2.0,1.633010781979346
1971,frog,alligator,3.5,9.619754462868578
1972,frog,chameleon,5.0,9.610668361962055
1973,frog,cobra,2.5,8.785378025338296
1974,frog,crocodile,4.0,9.274815334325922
1975,frog,dinosaur,4.0,5.8699346163709185
1976,frog,frog,4.833333333333333,10.26853926676297
1977,frog,gecko,5.0,10.92863104276289
1978,frog,iguana,5.0,9.712671749883295
1979,frog,lizard,5.0,11.028462616524202
1980,frog,python,3.0,9.072402689621768
1981,frog,salamander,6.5,14.035542677949962
1982,frog,snake,4.5,9.717762371208487
1983,frog,toad,13.5,16.674073053544582
1984,frog,tortoise,3.5,9.432425127236176
1985,frog,turtle,5.0,11.318388899888415
1986,frog,viper,2.5,8.947177971959007
1987,gecko,alligator,5.0,9.733932374024572
1988,gecko,chameleon,10.0,14.576982933936545
1989,gecko,cobra,4.5,10.118611748666975
1990,gecko,crocodile,5.0,10.579495011203083
1991,gecko,dinosaur,6.0,8.354279793358739
1992,gecko,frog,5.0,10.92863104276289
1993,gecko,gecko,6.833333333333333,11.503946102879391
1994,gecko,iguana,9.0,16.138151412103994
1995,gecko,lizard,15.0,16.302885848931496
1996,gecko,python,7.0,10.961253760530395
1997,gecko,salamander,6.5,10.696819133264118
1998,gecko,snake,8.0,13.005576471249704
1999,gecko,toad,4.0,10.48614036985421
2000,gecko,tortoise,6.5,9.28326735736869
2001,gecko,turtle,6.0,11.137690066226565
2002,gecko,viper,5.0,10.255474219708905
2003,giraffe,beaver,3.5,5.444385273267343
2004,giraffe,cat,4.5,7.624527399053742
2005,giraffe,cow,7.5,10.644406686949612
2006,giraffe,deer,10.0,11.49704156337573
2007,giraffe,dog,4.0,7.775935796059599
2008,giraffe,donkey,5.5,8.465988612416322
2009,giraffe,dromedary,7.5,10.716850737237081
2010,giraffe,elephant,7.5,12.852850926121206
2011,giraffe,fox,3.5,5.835520245245185
2012,giraffe,giraffe,5.239130434782608,8.617608661542528
2013,giraffe,hamster,3.0,4.26023491732026
2014,giraffe,hedgehog,3.0,7.416861669284635
2015,giraffe,hippopotamus,4.0,8.801376119459587
2016,giraffe,horse,8.5,11.562185270434949
2017,giraffe,lion,5.5,10.525655617344404
2018,giraffe,llama,6.5,9.046524237197389
2019,giraffe,mouse,3.5,3.9613488240022883
2020,giraffe,rabbit,4.0,6.988427253599765
2021,giraffe,rhinoceros,6.0,10.201249071087453
2022,giraffe,sheep,4.5,8.500518662023193
2023,giraffe,squirrel,3.0,4.7452917526674785
2024,giraffe,tiger,4.5,8.766353446749289
2025,giraffe,wolf,4.0,6.680623228007174
2026,giraffe,zebra,7.0,15.890841906574446
2027,glass,apron,2.0,6.796073807898225
2028,glass,bottle,13.0,10.241850576886197
2029,glass,bowl,9.0,11.615546013575342
2030,glass,colander,3.5,8.584009309240654
2031,glass,fork,2.5,7.939915538289537
2032,glass,fridge,2.0,0.4210633221157138
2033,glass,glass,4.071428571428571,7.468133473882652
2034,glass,grater,2.0,7.721468882495834
2035,glass,kettle,4.0,8.790219447530877
2036,glass,knife,2.5,6.355354065148006
2037,glass,mixer,3.5,9.243298213583397
2038,glass,mug,13.5,12.578938728321722
2039,glass,nutcracker,2.0,6.043048637202411
2040,glass,oven,2.0,3.3543817627111556
2041,glass,pan,4.0,9.01735269644475
2042,glass,percolator,6.0,8.627804623522447
2043,glass,plate,8.0,9.682626121598688
2044,glass,pot,5.0,9.263056961456961
2045,glass,scale,3.0,8.216168617090219
2046,glass,scissors,2.0,2.991105981910665
2047,glass,sieve,4.0,8.575912136378998
2048,glass,spatula,2.5,7.448740253439874
2049,glass,spoon,4.0,9.0663956015298
2050,glass,stove,2.0,3.414379232421854
2051,glass,teaspoon,4.0,8.826871625134565
2052,glass,toaster,2.0,4.275629119639073
2053,glass,towel,2.0,4.62495925310105
2054,glass,whisk,2.0,7.301684447258073
2055,glass,wok,2.0,8.089882292788168
2056,goldfish,anchovy,4.5,7.943486832198495
2057,goldfish,carp,16.0,13.30489718541757
2058,goldfish,cod,6.0,9.161126426193544
2059,goldfish,dolphin,2.0,4.229388196649512
2060,goldfish,eel,4.5,8.487023856603102
2061,goldfish,flatfish,5.0,9.464976956917358
2062,goldfish,goldfish,5.238095238095238,8.400617096530521
2063,goldfish,herring,7.0,10.53103783768783
2064,goldfish,orca,2.0,2.906663284142611
2065,goldfish,pike,5.0,9.241449164137991
2066,goldfish,piranha,4.0,7.320016038342583
2067,goldfish,plaice,4.5,9.198351303578196
2068,goldfish,ray,4.0,8.98693037641766
2069,goldfish,sardine,6.0,9.517368736280238
2070,goldfish,shark,4.0,5.3139768830144725
2071,goldfish,squid,2.5,8.570413300449726
2072,goldfish,stickleback,7.5,11.699816850944817
2073,goldfish,trout,7.5,11.188287542894358
2074,grasshopper,ant,7.5,11.498294432903908
2075,grasshopper,bee,7.5,12.185273692101717
2076,grasshopper,beetle,8.0,12.410869832441
2077,grasshopper,bumblebee,6.5,12.123193149233225
2078,grasshopper,butterfly,7.5,11.906699161345635
2079,grasshopper,caterpillar,8.0,10.62713101796589
2080,grasshopper,centipede,5.0,9.838129555928344
2081,grasshopper,cockroach,7.5,9.150947060014813
2082,grasshopper,cricket,15.0,14.89051340550338
2083,grasshopper,dragonfly,7.0,11.555983182287346
2084,grasshopper,earwig,7.5,9.630012520324007
2085,grasshopper,flee,7.5,9.938859878669398
2086,grasshopper,fly,8.0,11.25058412689772
2087,grasshopper,grasshopper,6.804347826086956,10.693363468512809
2088,grasshopper,horsefly,6.5,9.825087220262592
2089,grasshopper,ladybug,7.5,12.711435250960378
2090,grasshopper,leech,2.5,8.057640305825004
2091,grasshopper,louse,4.5,7.644158531559033
